date,year,month,quarter,region,product,sales_rep,customer,revenue,cost,profit,units_sold,unit_price,profit_margin,month_name,day_of_week,week_number
2024-07-24,2024,7,Q3,Middle East & Africa,Software License,Frank Miller,Pinnacle Corp,20298.79,15032.94,5265.85,17,1194.05,25.94,July,Wednesday,30
2024-07-25,2024,7,Q3,Asia Pacific,Professional Services,Emma Brown,Elite Systems,22094.23,15139.53,6954.7,15,1472.95,31.48,July,Thursday,30
2024-07-25,2024,7,Q3,Europe,Cloud Subscription,Emma Brown,Vertex Solutions,29152.57,20534.47,8618.1,11,2650.23,29.56,July,Thursday,30
2024-07-25,2024,7,Q3,North America,Cloud Subscription,Noah Martinez,Future Systems Inc,40380.25,30274.04,10106.21,13,2884.3,25.03,July,Thursday,30
2024-07-25,2024,7,Q3,Latin America,Support & Maintenance,Alice Johnson,DataFlow Corp,11937.63,8130.42,3807.22,13,918.28,31.89,July,Thursday,30
2024-07-25,2024,7,Q3,North America,Hardware,Alice Johnson,DataFlow Corp,30299.86,22104.78,8195.08,9,3366.65,27.05,July,Thursday,30
2024-07-25,2024,7,Q3,Middle East & Africa,Software License,Alice Johnson,Digital Ventures,24648.29,16890.1,7758.19,5,4929.66,31.48,July,Thursday,30
2024-07-25,2024,7,Q3,North America,Support & Maintenance,Ivy Chen,Smart Analytics Co,31349.0,20840.33,10508.67,11,2849.91,33.52,July,Thursday,30
2024-07-26,2024,7,Q3,Latin America,Support & Maintenance,Emma Brown,Innovation Systems,10366.4,8268.47,2097.93,9,1151.82,20.24,July,Friday,30
2024-07-26,2024,7,Q3,Latin America,Cloud Subscription,Grace Lee,Summit Technologies,18868.71,14046.04,4822.67,9,2096.52,25.56,July,Friday,30
2024-07-26,2024,7,Q3,North America,Hardware,Alice Johnson,Summit Technologies,43841.57,34102.24,9739.33,1,43841.57,22.21,July,Friday,30
2024-07-27,2024,7,Q3,Asia Pacific,Support & Maintenance,Bob Smith,CloudTech Solutions,16415.41,12219.69,4195.72,16,1025.96,25.56,July,Saturday,30
2024-07-27,2024,7,Q3,Middle East & Africa,Software License,Noah Martinez,DataFlow Corp,45121.2,35033.05,10088.15,5,9024.24,22.36,July,Saturday,30
2024-07-27,2024,7,Q3,Asia Pacific,Software License,Henry Taylor,Innovation Systems,32380.13,22909.89,9470.23,1,32380.13,29.25,July,Saturday,30
2024-07-28,2024,7,Q3,Middle East & Africa,Software License,Grace Lee,Pinnacle Corp,26045.81,17383.27,8662.54,12,2170.48,33.26,July,Sunday,30
2024-07-28,2024,7,Q3,North America,Cloud Subscription,Alice Johnson,Pinnacle Corp,16434.47,12138.17,4296.3,8,2054.31,26.14,July,Sunday,30
2024-07-28,2024,7,Q3,Europe,Professional Services,Bob Smith,Global Solutions Ltd,36680.47,23181.02,13499.45,12,3056.71,36.8,July,Sunday,30
2024-07-28,2024,7,Q3,Asia Pacific,Professional Services,Ivy Chen,Future Systems Inc,24241.1,15891.66,8349.43,9,2693.46,34.44,July,Sunday,30
2024-07-29,2024,7,Q3,Asia Pacific,Cloud Subscription,Maya Patel,Prime Industries,16795.38,13241.98,3553.4,9,1866.15,21.16,July,Monday,31
2024-07-29,2024,7,Q3,Europe,Software License,Liam Garcia,Digital Ventures,50997.09,37440.33,13556.76,3,16999.03,26.58,July,Monday,31
2024-07-29,2024,7,Q3,North America,Software License,Jack Anderson,Elite Systems,50613.96,35141.02,15472.94,14,3615.28,30.57,July,Monday,31
2024-07-29,2024,7,Q3,Europe,Professional Services,Ivy Chen,Summit Technologies,30198.76,18329.58,11869.18,17,1776.4,39.3,July,Monday,31
2024-07-29,2024,7,Q3,Asia Pacific,Support & Maintenance,Grace Lee,Elite Systems,13181.49,8108.26,5073.22,19,693.76,38.49,July,Monday,31
2024-07-29,2024,7,Q3,Middle East & Africa,Professional Services,Henry Taylor,TechCorp Inc,29301.17,21300.14,8001.03,18,1627.84,27.31,July,Monday,31
2024-07-30,2024,7,Q3,North America,Hardware,Alice Johnson,NextGen Technologies,26189.51,16963.32,9226.2,19,1378.4,35.23,July,Tuesday,31
2024-07-30,2024,7,Q3,Europe,Cloud Subscription,Jack Anderson,Prime Industries,31266.72,21174.49,10092.23,4,7816.68,32.28,July,Tuesday,31
2024-07-30,2024,7,Q3,Europe,Support & Maintenance,Olivia White,Future Systems Inc,2565.33,1928.03,637.31,6,427.56,24.84,July,Tuesday,31
2024-07-30,2024,7,Q3,Latin America,Support & Maintenance,Grace Lee,CloudTech Solutions,16733.21,12428.71,4304.49,1,16733.21,25.72,July,Tuesday,31
2024-07-31,2024,7,Q3,Asia Pacific,Hardware,Bob Smith,Summit Technologies,23988.56,18469.23,5519.32,9,2665.4,23.01,July,Wednesday,31
2024-07-31,2024,7,Q3,Europe,Cloud Subscription,Liam Garcia,Vertex Solutions,24022.05,15648.99,8373.06,6,4003.67,34.86,July,Wednesday,31
2024-07-31,2024,7,Q3,North America,Software License,Alice Johnson,Future Systems Inc,1000.0,683.66,316.34,1,1000.0,31.63,July,Wednesday,31
2024-08-01,2024,8,Q3,Latin America,Support & Maintenance,Bob Smith,Quantum Corp,25185.68,19936.2,5249.49,10,2518.57,20.84,August,Thursday,31
2024-08-01,2024,8,Q3,Asia Pacific,Hardware,Alice Johnson,Innovation Systems,1000.0,682.02,317.98,7,142.86,31.8,August,Thursday,31
2024-08-01,2024,8,Q3,North America,Software License,Henry Taylor,Zenith Systems,81983.28,56002.59,25980.69,10,8198.33,31.69,August,Thursday,31
2024-08-01,2024,8,Q3,Latin America,Support & Maintenance,Bob Smith,Future Systems Inc,14637.68,11281.34,3356.34,10,1463.77,22.93,August,Thursday,31
2024-08-01,2024,8,Q3,North America,Software License,Liam Garcia,Future Systems Inc,122202.44,91401.03,30801.41,15,8146.83,25.21,August,Thursday,31
2024-08-01,2024,8,Q3,Middle East & Africa,Cloud Subscription,Ivy Chen,Horizon Corp,27061.83,17051.62,10010.21,15,1804.12,36.99,August,Thursday,31
2024-08-02,2024,8,Q3,Middle East & Africa,Professional Services,Jack Anderson,TechCorp Inc,38538.84,24677.88,13860.96,17,2266.99,35.97,August,Friday,31
2024-08-02,2024,8,Q3,Asia Pacific,Cloud Subscription,Kate Thompson,Innovation Systems,44353.96,35446.06,8907.91,16,2772.12,20.08,August,Friday,31
2024-08-02,2024,8,Q3,Asia Pacific,Cloud Subscription,Alice Johnson,Future Systems Inc,42093.99,26555.54,15538.45,4,10523.5,36.91,August,Friday,31
2024-08-03,2024,8,Q3,Middle East & Africa,Hardware,Alice Johnson,Zenith Systems,46887.07,28797.44,18089.63,10,4688.71,38.58,August,Saturday,31
2024-08-03,2024,8,Q3,Asia Pacific,Hardware,Noah Martinez,Vertex Solutions,81172.38,49804.16,31368.22,3,27057.46,38.64,August,Saturday,31
2024-08-03,2024,8,Q3,Latin America,Hardware,Ivy Chen,Vertex Solutions,49385.98,31677.74,17708.25,1,49385.98,35.86,August,Saturday,31
2024-08-03,2024,8,Q3,Europe,Software License,David Wilson,Pinnacle Corp,38092.46,27534.84,10557.62,3,12697.49,27.72,August,Saturday,31
2024-08-03,2024,8,Q3,Middle East & Africa,Support & Maintenance,Kate Thompson,DataFlow Corp,10968.78,6695.98,4272.8,19,577.3,38.95,August,Saturday,31
2024-08-03,2024,8,Q3,Latin America,Support & Maintenance,Jack Anderson,Horizon Corp,2373.87,1467.66,906.21,4,593.47,38.17,August,Saturday,31
2024-08-03,2024,8,Q3,Asia Pacific,Software License,Grace Lee,Prime Industries,84052.49,62328.49,21724.0,14,6003.75,25.85,August,Saturday,31
2024-08-04,2024,8,Q3,Europe,Cloud Subscription,Henry Taylor,Quantum Corp,23554.31,18649.34,4904.97,3,7851.44,20.82,August,Sunday,31
2024-08-04,2024,8,Q3,North America,Support & Maintenance,Henry Taylor,Zenith Systems,19529.8,12276.21,7253.59,18,1084.99,37.14,August,Sunday,31
2024-08-04,2024,8,Q3,Asia Pacific,Cloud Subscription,David Wilson,Enterprise Dynamics,28886.21,18698.84,10187.37,15,1925.75,35.27,August,Sunday,31
2024-08-05,2024,8,Q3,Latin America,Cloud Subscription,David Wilson,Summit Technologies,12652.36,9719.31,2933.05,9,1405.82,23.18,August,Monday,32
2024-08-05,2024,8,Q3,Middle East & Africa,Hardware,Emma Brown,Zenith Systems,50773.49,32063.09,18710.4,4,12693.37,36.85,August,Monday,32
2024-08-05,2024,8,Q3,Middle East & Africa,Software License,Jack Anderson,Pinnacle Corp,61169.0,41798.2,19370.8,17,3598.18,31.67,August,Monday,32
2024-08-05,2024,8,Q3,North America,Software License,Liam Garcia,Future Systems Inc,58673.38,40023.16,18650.22,2,29336.69,31.79,August,Monday,32
2024-08-05,2024,8,Q3,Europe,Support & Maintenance,Noah Martinez,CloudTech Solutions,24551.69,19139.47,5412.22,9,2727.97,22.04,August,Monday,32
2024-08-06,2024,8,Q3,Europe,Support & Maintenance,Alice Johnson,Summit Technologies,24596.59,18044.46,6552.13,9,2732.95,26.64,August,Tuesday,32
2024-08-06,2024,8,Q3,Latin America,Hardware,Noah Martinez,Enterprise Dynamics,6921.41,4301.65,2619.76,11,629.22,37.85,August,Tuesday,32
2024-08-06,2024,8,Q3,North America,Software License,Grace Lee,Global Solutions Ltd,95032.87,57211.8,37821.07,10,9503.29,39.8,August,Tuesday,32
2024-08-07,2024,8,Q3,North America,Professional Services,Bob Smith,Horizon Corp,76181.41,50730.42,25450.99,7,10883.06,33.41,August,Wednesday,32
2024-08-07,2024,8,Q3,North America,Cloud Subscription,Frank Miller,Stellar Enterprises,35999.51,22330.15,13669.36,3,11999.84,37.97,August,Wednesday,32
2024-08-07,2024,8,Q3,Middle East & Africa,Hardware,Jack Anderson,Summit Technologies,16148.77,10570.94,5577.83,5,3229.75,34.54,August,Wednesday,32
2024-08-07,2024,8,Q3,Middle East & Africa,Support & Maintenance,Olivia White,CloudTech Solutions,4652.12,3035.43,1616.69,16,290.76,34.75,August,Wednesday,32
2024-08-08,2024,8,Q3,North America,Support & Maintenance,Alice Johnson,Horizon Corp,18615.23,13952.4,4662.83,1,18615.23,25.05,August,Thursday,32
2024-08-08,2024,8,Q3,Middle East & Africa,Hardware,Emma Brown,Summit Technologies,40459.63,32008.37,8451.26,2,20229.82,20.89,August,Thursday,32
2024-08-08,2024,8,Q3,North America,Software License,Ivy Chen,Prime Industries,80586.69,50316.84,30269.85,1,80586.69,37.56,August,Thursday,32
2024-08-09,2024,8,Q3,Asia Pacific,Hardware,Carol Davis,Enterprise Dynamics,23075.32,18005.32,5070.01,14,1648.24,21.97,August,Friday,32
2024-08-09,2024,8,Q3,North America,Support & Maintenance,Olivia White,Apex Solutions,21765.64,17059.18,4706.46,13,1674.28,21.62,August,Friday,32
2024-08-09,2024,8,Q3,Middle East & Africa,Hardware,Liam Garcia,Smart Analytics Co,23779.72,17150.43,6629.29,8,2972.46,27.88,August,Friday,32
2024-08-09,2024,8,Q3,Middle East & Africa,Support & Maintenance,Ivy Chen,Apex Solutions,11413.01,9020.96,2392.05,1,11413.01,20.96,August,Friday,32
2024-08-09,2024,8,Q3,Latin America,Software License,Ivy Chen,Enterprise Dynamics,59136.99,41151.07,17985.92,3,19712.33,30.41,August,Friday,32
2024-08-10,2024,8,Q3,North America,Professional Services,Ivy Chen,Global Solutions Ltd,59407.06,43716.53,15690.54,8,7425.88,26.41,August,Saturday,32
2024-08-10,2024,8,Q3,Latin America,Support & Maintenance,Frank Miller,Vertex Solutions,7967.59,6136.52,1831.07,11,724.33,22.98,August,Saturday,32
2024-08-10,2024,8,Q3,North America,Cloud Subscription,Noah Martinez,Digital Ventures,32113.22,22159.79,9953.43,6,5352.2,30.99,August,Saturday,32
2024-08-11,2024,8,Q3,Middle East & Africa,Software License,Emma Brown,Stellar Enterprises,39706.17,27870.73,11835.44,8,4963.27,29.81,August,Sunday,32
2024-08-11,2024,8,Q3,Latin America,Software License,Maya Patel,Innovation Systems,30302.99,21220.68,9082.32,9,3367.0,29.97,August,Sunday,32
2024-08-11,2024,8,Q3,Europe,Hardware,Olivia White,Vertex Solutions,27987.77,19523.08,8464.69,12,2332.31,30.24,August,Sunday,32
2024-08-11,2024,8,Q3,Middle East & Africa,Professional Services,Maya Patel,Enterprise Dynamics,16397.8,12726.08,3671.72,18,910.99,22.39,August,Sunday,32
2024-08-11,2024,8,Q3,Middle East & Africa,Support & Maintenance,Ivy Chen,Summit Technologies,11436.09,7372.86,4063.24,5,2287.22,35.53,August,Sunday,32
2024-08-11,2024,8,Q3,Europe,Support & Maintenance,Liam Garcia,Prime Industries,10597.49,7688.77,2908.72,14,756.96,27.45,August,Sunday,32
2024-08-12,2024,8,Q3,Latin America,Software License,Emma Brown,Global Solutions Ltd,23527.61,15361.74,8165.87,13,1809.82,34.71,August,Monday,33
2024-08-12,2024,8,Q3,Middle East & Africa,Professional Services,David Wilson,DataFlow Corp,1000.0,630.91,369.09,12,83.33,36.91,August,Monday,33
2024-08-12,2024,8,Q3,Asia Pacific,Software License,Maya Patel,Zenith Systems,61251.28,38618.54,22632.74,3,20417.09,36.95,August,Monday,33
2024-08-12,2024,8,Q3,Latin America,Software License,Frank Miller,Elite Systems,45840.16,34661.01,11179.14,7,6548.59,24.39,August,Monday,33
2024-08-12,2024,8,Q3,North America,Support & Maintenance,Olivia White,Horizon Corp,23309.28,17810.13,5499.15,1,23309.28,23.59,August,Monday,33
2024-08-12,2024,8,Q3,Europe,Cloud Subscription,Henry Taylor,Quantum Corp,41224.89,25127.77,16097.12,19,2169.73,39.05,August,Monday,33
2024-08-12,2024,8,Q3,Middle East & Africa,Hardware,David Wilson,NextGen Technologies,19975.17,13309.4,6665.76,14,1426.8,33.37,August,Monday,33
2024-08-13,2024,8,Q3,Latin America,Professional Services,Bob Smith,Pinnacle Corp,41298.14,29527.28,11770.86,13,3176.78,28.5,August,Tuesday,33
2024-08-13,2024,8,Q3,Middle East & Africa,Support & Maintenance,Carol Davis,Quantum Corp,5785.72,4129.91,1655.81,2,2892.86,28.62,August,Tuesday,33
2024-08-13,2024,8,Q3,North America,Hardware,Olivia White,Elite Systems,49653.21,38329.91,11323.3,10,4965.32,22.8,August,Tuesday,33
2024-08-13,2024,8,Q3,Asia Pacific,Hardware,Grace Lee,Prime Industries,63712.91,39489.14,24223.77,13,4900.99,38.02,August,Tuesday,33
2024-08-13,2024,8,Q3,Middle East & Africa,Cloud Subscription,Liam Garcia,Future Systems Inc,20505.84,12429.06,8076.78,10,2050.58,39.39,August,Tuesday,33
2024-08-13,2024,8,Q3,Middle East & Africa,Support & Maintenance,Alice Johnson,Future Systems Inc,12205.9,9040.88,3165.01,14,871.85,25.93,August,Tuesday,33
2024-08-13,2024,8,Q3,Latin America,Hardware,Emma Brown,CloudTech Solutions,17127.57,10731.08,6396.49,2,8563.78,37.35,August,Tuesday,33
2024-08-13,2024,8,Q3,North America,Support & Maintenance,Alice Johnson,CloudTech Solutions,21778.36,14838.33,6940.03,2,10889.18,31.87,August,Tuesday,33
2024-08-14,2024,8,Q3,Asia Pacific,Software License,Grace Lee,CloudTech Solutions,46857.71,37121.66,9736.05,9,5206.41,20.78,August,Wednesday,33
2024-08-14,2024,8,Q3,Europe,Professional Services,Jack Anderson,Smart Analytics Co,47619.59,30311.57,17308.02,18,2645.53,36.35,August,Wednesday,33
2024-08-14,2024,8,Q3,Latin America,Professional Services,Ivy Chen,Horizon Corp,31491.1,19225.29,12265.82,15,2099.41,38.95,August,Wednesday,33
2024-08-14,2024,8,Q3,Europe,Software License,Ivy Chen,Zenith Systems,74181.17,56108.62,18072.56,5,14836.23,24.36,August,Wednesday,33
2024-08-14,2024,8,Q3,Europe,Professional Services,Ivy Chen,Prime Industries,43516.91,33987.47,9529.44,1,43516.91,21.9,August,Wednesday,33
2024-08-14,2024,8,Q3,Middle East & Africa,Hardware,David Wilson,Stellar Enterprises,31246.95,23572.66,7674.29,3,10415.65,24.56,August,Wednesday,33
2024-08-14,2024,8,Q3,North America,Support & Maintenance,Carol Davis,Future Systems Inc,17689.15,13710.8,3978.35,1,17689.15,22.49,August,Wednesday,33
2024-08-15,2024,8,Q3,Latin America,Cloud Subscription,Maya Patel,Summit Technologies,19720.79,13800.94,5919.85,2,9860.4,30.02,August,Thursday,33
2024-08-15,2024,8,Q3,Latin America,Hardware,Jack Anderson,Innovation Systems,4377.07,2915.26,1461.8,14,312.65,33.4,August,Thursday,33
2024-08-15,2024,8,Q3,Latin America,Software License,Jack Anderson,Innovation Systems,34556.52,22123.1,12433.43,11,3141.5,35.98,August,Thursday,33
2024-08-15,2024,8,Q3,North America,Professional Services,Bob Smith,Digital Ventures,74556.63,48814.43,25742.2,14,5325.47,34.53,August,Thursday,33
2024-08-15,2024,8,Q3,North America,Hardware,Olivia White,Smart Analytics Co,91061.79,71658.86,19402.93,16,5691.36,21.31,August,Thursday,33
2024-08-15,2024,8,Q3,Asia Pacific,Hardware,Kate Thompson,Enterprise Dynamics,29842.65,22559.41,7283.24,11,2712.97,24.41,August,Thursday,33
2024-08-16,2024,8,Q3,Latin America,Software License,David Wilson,Digital Ventures,53716.94,41515.32,12201.62,16,3357.31,22.71,August,Friday,33
2024-08-16,2024,8,Q3,Latin America,Support & Maintenance,Olivia White,TechCorp Inc,12175.18,9398.36,2776.82,19,640.8,22.81,August,Friday,33
2024-08-16,2024,8,Q3,Asia Pacific,Cloud Subscription,David Wilson,Global Solutions Ltd,24763.0,18478.25,6284.75,18,1375.72,25.38,August,Friday,33
2024-08-16,2024,8,Q3,Asia Pacific,Professional Services,Ivy Chen,Summit Technologies,28029.27,20162.86,7866.4,19,1475.22,28.06,August,Friday,33
2024-08-17,2024,8,Q3,Latin America,Professional Services,Maya Patel,TechCorp Inc,31942.08,23798.61,8143.47,3,10647.36,25.49,August,Saturday,33
2024-08-17,2024,8,Q3,Europe,Professional Services,Olivia White,Future Systems Inc,47577.15,34088.63,13488.53,15,3171.81,28.35,August,Saturday,33
2024-08-17,2024,8,Q3,Asia Pacific,Support & Maintenance,Carol Davis,Future Systems Inc,18830.25,14517.81,4312.44,7,2690.04,22.9,August,Saturday,33
2024-08-18,2024,8,Q3,Middle East & Africa,Software License,Grace Lee,NextGen Technologies,52652.47,34202.23,18450.23,3,17550.82,35.04,August,Sunday,33
2024-08-18,2024,8,Q3,North America,Cloud Subscription,Liam Garcia,Quantum Corp,20742.15,13192.2,7549.95,4,5185.54,36.4,August,Sunday,33
2024-08-18,2024,8,Q3,Asia Pacific,Software License,Maya Patel,Zenith Systems,72395.1,52938.25,19456.86,8,9049.39,26.88,August,Sunday,33
2024-08-19,2024,8,Q3,Latin America,Software License,Henry Taylor,Vertex Solutions,57654.64,43705.48,13949.15,19,3034.45,24.19,August,Monday,34
2024-08-19,2024,8,Q3,North America,Hardware,Carol Davis,Future Systems Inc,65236.63,50705.18,14531.45,6,10872.77,22.27,August,Monday,34
2024-08-19,2024,8,Q3,Middle East & Africa,Hardware,Jack Anderson,Horizon Corp,20613.29,15508.46,5104.83,3,6871.1,24.76,August,Monday,34
2024-08-19,2024,8,Q3,North America,Hardware,Ivy Chen,TechCorp Inc,67609.48,49384.62,18224.85,3,22536.49,26.96,August,Monday,34
2024-08-19,2024,8,Q3,Latin America,Support & Maintenance,Noah Martinez,Horizon Corp,21463.79,15540.79,5922.99,13,1651.06,27.6,August,Monday,34
2024-08-19,2024,8,Q3,Europe,Software License,Emma Brown,Innovation Systems,77753.04,53129.99,24623.06,7,11107.58,31.67,August,Monday,34
2024-08-20,2024,8,Q3,Asia Pacific,Support & Maintenance,Ivy Chen,DataFlow Corp,11318.45,6826.87,4491.58,9,1257.61,39.68,August,Tuesday,34
2024-08-20,2024,8,Q3,Europe,Professional Services,Jack Anderson,Enterprise Dynamics,43892.28,29660.97,14231.31,17,2581.9,32.42,August,Tuesday,34
2024-08-20,2024,8,Q3,Latin America,Support & Maintenance,Emma Brown,Horizon Corp,9460.84,7381.88,2078.96,16,591.3,21.97,August,Tuesday,34
2024-08-20,2024,8,Q3,Latin America,Hardware,Kate Thompson,Horizon Corp,32234.06,20975.26,11258.8,17,1896.12,34.93,August,Tuesday,34
2024-08-20,2024,8,Q3,Middle East & Africa,Cloud Subscription,Liam Garcia,Zenith Systems,6428.4,4180.79,2247.62,16,401.78,34.96,August,Tuesday,34
2024-08-20,2024,8,Q3,Latin America,Hardware,Ivy Chen,Pinnacle Corp,23495.45,15837.78,7657.67,9,2610.61,32.59,August,Tuesday,34
2024-08-21,2024,8,Q3,Middle East & Africa,Support & Maintenance,Jack Anderson,Quantum Corp,13808.84,9861.13,3947.71,3,4602.95,28.59,August,Wednesday,34
2024-08-21,2024,8,Q3,North America,Professional Services,Frank Miller,Zenith Systems,31800.62,23047.95,8752.67,1,31800.62,27.52,August,Wednesday,34
2024-08-21,2024,8,Q3,Asia Pacific,Professional Services,Maya Patel,Global Solutions Ltd,46335.45,34018.3,12317.15,19,2438.71,26.58,August,Wednesday,34
2024-08-21,2024,8,Q3,North America,Software License,Jack Anderson,CloudTech Solutions,133379.15,95882.14,37497.01,5,26675.83,28.11,August,Wednesday,34
2024-08-21,2024,8,Q3,Middle East & Africa,Cloud Subscription,Alice Johnson,Vertex Solutions,15487.6,10726.96,4760.64,7,2212.51,30.74,August,Wednesday,34
2024-08-22,2024,8,Q3,Europe,Support & Maintenance,Olivia White,Global Solutions Ltd,22046.62,14554.28,7492.33,12,1837.22,33.98,August,Thursday,34
2024-08-22,2024,8,Q3,Asia Pacific,Software License,Bob Smith,Vertex Solutions,48121.22,34381.07,13740.15,17,2830.66,28.55,August,Thursday,34
2024-08-22,2024,8,Q3,North America,Support & Maintenance,Kate Thompson,Global Solutions Ltd,22020.77,17219.4,4801.37,4,5505.19,21.8,August,Thursday,34
2024-08-22,2024,8,Q3,Europe,Hardware,Ivy Chen,Horizon Corp,35645.8,23035.14,12610.66,2,17822.9,35.38,August,Thursday,34
2024-08-22,2024,8,Q3,Latin America,Cloud Subscription,Grace Lee,NextGen Technologies,18736.73,14358.96,4377.77,12,1561.39,23.36,August,Thursday,34
2024-08-23,2024,8,Q3,Latin America,Cloud Subscription,Bob Smith,Summit Technologies,16157.53,12779.68,3377.85,5,3231.51,20.91,August,Friday,34
2024-08-23,2024,8,Q3,Middle East & Africa,Professional Services,Frank Miller,Apex Solutions,34373.58,21332.14,13041.45,19,1809.14,37.94,August,Friday,34
2024-08-23,2024,8,Q3,Middle East & Africa,Software License,Grace Lee,Vertex Solutions,27812.24,20808.36,7003.88,3,9270.75,25.18,August,Friday,34
2024-08-23,2024,8,Q3,North America,Software License,Alice Johnson,Stellar Enterprises,74868.47,54511.34,20357.14,4,18717.12,27.19,August,Friday,34
2024-08-24,2024,8,Q3,Middle East & Africa,Professional Services,Maya Patel,CloudTech Solutions,37698.66,27609.31,10089.35,6,6283.11,26.76,August,Saturday,34
2024-08-24,2024,8,Q3,Asia Pacific,Hardware,Jack Anderson,Future Systems Inc,27327.74,20430.15,6897.59,14,1951.98,25.24,August,Saturday,34
2024-08-24,2024,8,Q3,Europe,Software License,Emma Brown,Prime Industries,77948.02,54373.72,23574.3,17,4585.18,30.24,August,Saturday,34
2024-08-24,2024,8,Q3,Latin America,Professional Services,Maya Patel,Horizon Corp,45495.39,27315.86,18179.53,6,7582.56,39.96,August,Saturday,34
2024-08-24,2024,8,Q3,Middle East & Africa,Support & Maintenance,Grace Lee,Vertex Solutions,13139.51,8404.7,4734.8,8,1642.44,36.03,August,Saturday,34
2024-08-24,2024,8,Q3,Latin America,Software License,Frank Miller,Elite Systems,36359.57,25849.23,10510.33,16,2272.47,28.91,August,Saturday,34
2024-08-24,2024,8,Q3,Asia Pacific,Cloud Subscription,Alice Johnson,Quantum Corp,42525.07,29209.59,13315.48,5,8505.01,31.31,August,Saturday,34
2024-08-24,2024,8,Q3,Asia Pacific,Support & Maintenance,Noah Martinez,Apex Solutions,22599.47,13972.45,8627.02,18,1255.53,38.17,August,Saturday,34
2024-08-25,2024,8,Q3,Latin America,Professional Services,Ivy Chen,TechCorp Inc,19068.46,13425.85,5642.61,7,2724.07,29.59,August,Sunday,34
2024-08-25,2024,8,Q3,Middle East & Africa,Support & Maintenance,Maya Patel,Quantum Corp,10496.55,7017.44,3479.11,16,656.03,33.15,August,Sunday,34
2024-08-25,2024,8,Q3,Asia Pacific,Cloud Subscription,David Wilson,Summit Technologies,30081.59,19143.0,10938.59,18,1671.2,36.36,August,Sunday,34
2024-08-25,2024,8,Q3,Middle East & Africa,Software License,Grace Lee,CloudTech Solutions,38748.75,24780.19,13968.56,19,2039.41,36.05,August,Sunday,34
2024-08-25,2024,8,Q3,Europe,Professional Services,Emma Brown,Prime Industries,40518.0,31467.24,9050.77,8,5064.75,22.34,August,Sunday,34
2024-08-25,2024,8,Q3,Latin America,Cloud Subscription,Noah Martinez,Enterprise Dynamics,26448.42,18964.58,7483.84,9,2938.71,28.3,August,Sunday,34
2024-08-26,2024,8,Q3,Asia Pacific,Professional Services,Alice Johnson,DataFlow Corp,39948.25,31842.94,8105.31,17,2349.9,20.29,August,Monday,35
2024-08-26,2024,8,Q3,Latin America,Professional Services,Jack Anderson,Stellar Enterprises,20817.21,12874.78,7942.43,18,1156.51,38.15,August,Monday,35
2024-08-26,2024,8,Q3,Asia Pacific,Cloud Subscription,Olivia White,Global Solutions Ltd,47785.49,31443.03,16342.46,11,4344.14,34.2,August,Monday,35
2024-08-26,2024,8,Q3,North America,Support & Maintenance,Carol Davis,Enterprise Dynamics,28888.24,18238.49,10649.75,5,5777.65,36.87,August,Monday,35
2024-08-26,2024,8,Q3,North America,Cloud Subscription,Carol Davis,Quantum Corp,21418.54,12942.56,8475.97,18,1189.92,39.57,August,Monday,35
2024-08-26,2024,8,Q3,Europe,Support & Maintenance,Grace Lee,Vertex Solutions,16342.18,10816.95,5525.23,13,1257.09,33.81,August,Monday,35
2024-08-27,2024,8,Q3,Latin America,Professional Services,Grace Lee,CloudTech Solutions,30561.91,22166.13,8395.78,16,1910.12,27.47,August,Tuesday,35
2024-08-27,2024,8,Q3,Asia Pacific,Hardware,Bob Smith,Prime Industries,47201.51,35015.01,12186.5,3,15733.84,25.82,August,Tuesday,35
2024-08-27,2024,8,Q3,North America,Software License,Bob Smith,Enterprise Dynamics,38105.57,25835.45,12270.12,13,2931.2,32.2,August,Tuesday,35
2024-08-27,2024,8,Q3,Asia Pacific,Software License,Bob Smith,Apex Solutions,30547.45,20211.06,10336.39,2,15273.72,33.84,August,Tuesday,35
2024-08-27,2024,8,Q3,Middle East & Africa,Professional Services,Ivy Chen,Summit Technologies,33299.05,23126.79,10172.26,12,2774.92,30.55,August,Tuesday,35
2024-08-27,2024,8,Q3,Latin America,Software License,Alice Johnson,Horizon Corp,46215.99,33444.0,12771.99,11,4201.45,27.64,August,Tuesday,35
2024-08-27,2024,8,Q3,North America,Software License,Henry Taylor,Zenith Systems,86273.92,63256.74,23017.18,4,21568.48,26.68,August,Tuesday,35
2024-08-27,2024,8,Q3,Middle East & Africa,Support & Maintenance,Henry Taylor,Vertex Solutions,9333.29,7281.43,2051.86,9,1037.03,21.98,August,Tuesday,35
2024-08-28,2024,8,Q3,Europe,Cloud Subscription,Noah Martinez,Innovation Systems,27244.5,16708.36,10536.14,11,2476.77,38.67,August,Wednesday,35
2024-08-28,2024,8,Q3,Europe,Hardware,Jack Anderson,Apex Solutions,14441.55,10963.7,3477.85,6,2406.92,24.08,August,Wednesday,35
2024-08-28,2024,8,Q3,Latin America,Software License,Olivia White,Future Systems Inc,19772.67,14232.42,5540.24,15,1318.18,28.02,August,Wednesday,35
2024-08-28,2024,8,Q3,Latin America,Cloud Subscription,Liam Garcia,Elite Systems,16791.0,13278.29,3512.71,4,4197.75,20.92,August,Wednesday,35
